group;friendlyName;description;target;rights
LastlySledgeHammerAbieses;LastlySledgeHammerAbieses;Overstress Drunkometer to the safes;LastlySledgeHammerAbiesesSAFE;FONDLE,WRITE,RENAME,STROKE
EnBlocPinkishOrangeDitheists;EnBlocPinkishOrangeDitheists;Scrunches Skit to the accommodations;EnBlocPinkishOrangeDitheistsACCOMMODATION;FONDLE,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ
WhencesoeverBovineOrcadians;WhencesoeverBovineOrcadians;Reddens Pete to the expanses;WhencesoeverBovineOrcadiansEXPANSE;FIST,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ
AmidshipsDomicalRotls;AmidshipsDomicalRotls;Recures Dears to the expanses;AmidshipsDomicalRotlsEXPANSE;FONDLE,WRITE
AmbiguouslySentientFirstBattleOfYpres;AmbiguouslySentientFirstBattleOfYpres;Lolls Lowbush cranberry to the treasurys;AmbiguouslySentientFirstBattleOfYpresTREASURY;FIST,WRITE,RENAME,STROKE,PUNCH,OBSERVE
RecognizablyNasalSkinheads;RecognizablyNasalSkinheads;Burgeons Car carrier to the apartmentss;RecognizablyNasalSkinheadsAPARTMENTS;LAUGH,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE,FONDLE,ADJUST,FIST
JocundlyIcyExcursionists;JocundlyIcyExcursionists;Inthralls Decerebrates to the strongrooms;JocundlyIcyExcursionistsSTRONGROOM;LICK,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE,FONDLE,ADJUST,FIST
AlongPhytophagicDiminutiveness;AlongPhytophagicDiminutiveness;Freeloads Gringo to the depots;AlongPhytophagicDiminutivenessDEPOT;LICK,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ
HeedlesslyAfferentTrypanosomes;HeedlesslyAfferentTrypanosomes;Pinnings Rehearings to the scopes;HeedlesslyAfferentTrypanosomesSCOPE;OBSERVE,WRITE,RENAME,STROKE,PUNCH
ChummilyHoggedBibliologies;ChummilyHoggedBibliologies;Put-puts Present to the strongrooms;ChummilyHoggedBibliologiesSTRONGROOM;ADJUST,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW
CounterclockwiseAcrocarpousMetaphors;CounterclockwiseAcrocarpousMetaphors;Spins Cryptotermes brevis to the stores;CounterclockwiseAcrocarpousMetaphorsSTORE;LAUGH,WRITE,RENAME,STROKE
AsideAfearedDermatologists;AsideAfearedDermatologists;Causeways Impresarios to the places;AsideAfearedDermatologistsPLACE;FIST,WRITE,RENAME,STROKE,PUNCH
VowellyHerniatedDistractions;VowellyHerniatedDistractions;Fratches Propellents to the warehouses;VowellyHerniatedDistractionsWAREHOUSE;READ,WRITE,RENAME,STROKE,PUNCH
FreeLoopedNecrophiliacs;FreeLoopedNecrophiliacs;Potters Angledozer to the sepulchres;FreeLoopedNecrophiliacsSEPULCHRE;LICK,WRITE,RENAME,STROKE,PUNCH
SoulfullyInspiritingThews;SoulfullyInspiritingThews;Ignites Liners to the safes;SoulfullyInspiritingThewsSAFE;LAUGH,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE,FONDLE,ADJUST
AnxiouslyWhippingIneradicableness;AnxiouslyWhippingIneradicableness;Tyrannises Order Artiodactyla to the undercrofts;AnxiouslyWhippingIneradicablenessUNDERCROFT;READ,WRITE,RENAME,STROKE,PUNCH
InimitablyResurrectionalCorvuses;InimitablyResurrectionalCorvuses;Unclogs Hesperidium to the repositorys;InimitablyResurrectionalCorvusesREPOSITORY;ADJUST,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE,FONDLE
MotherlyUninscribedHellgrammites;MotherlyUninscribedHellgrammites;Lowses Ogive to the rooms;MotherlyUninscribedHellgrammitesROOM;LAUGH,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE,FONDLE,ADJUST,FIST
SomnolentlyColorificDoodles;SomnolentlyColorificDoodles;Parodies Cassia to the treasures;SomnolentlyColorificDoodlesTREASURE;PUNCH
TempestuouslyDeepSetTemperatures;TempestuouslyDeepSetTemperatures;Castes Palestra to the quarterss;TempestuouslyDeepSetTemperaturesQUARTERS;STROKE,WRITE
SouthSoutheastMultipedRetrogressions;SouthSoutheastMultipedRetrogressions;Sprains Lugsail to the depositorys;SouthSoutheastMultipedRetrogressionsDEPOSITORY;LICK
VizGiddyingTibias;VizGiddyingTibias;Jives Insane asylum to the apartmentss;VizGiddyingTibiasAPARTMENTS;ADJUST,WRITE,RENAME
EveryplaceBuddyBuddyVeraciousness;EveryplaceBuddyBuddyVeraciousness;Busies Backhanders to the expanses;EveryplaceBuddyBuddyVeraciousnessEXPANSE;LICK,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE,FONDLE,ADJUST,FIST,LAUGH
ThroughEmpiricalObservationBerriedSignets;ThroughEmpiricalObservationBerriedSignets;Mellows Creole to the treasure troves;ThroughEmpiricalObservationBerriedSignetsTREASURE TROVE;READ,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW
WrathfullySugaryMediuses;WrathfullySugaryMediuses;Overcooks Brooklyn to the safety deposits;WrathfullySugaryMediusesSAFETY DEPOSIT;FIST,WRITE,RENAME
AssaiLoveableSmokes;AssaiLoveableSmokes;Miches Vowel rhyme to the billets;AssaiLoveableSmokesBILLET;FIST,WRITE,RENAME
OmnipotentlyUnaffectedBosuns;OmnipotentlyUnaffectedBosuns;Depopulates Negroids to the expanses;OmnipotentlyUnaffectedBosunsEXPANSE;LICK
AutomorphicallyShellyCitrus;AutomorphicallyShellyCitrus;Objurgates Potherb to the burial chambers;AutomorphicallyShellyCitrusBURIAL CHAMBER;LAUGH
MalcontentedlyNoisemakerMegaflops;MalcontentedlyNoisemakerMegaflops;Russianises Coming back to the mines;MalcontentedlyNoisemakerMegaflopsMINE;EXECUTE,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW
HonorablyWoundlessDeactivations;HonorablyWoundlessDeactivations;Overbuys Goalmouths to the caverns;HonorablyWoundlessDeactivationsCAVERN;STEW,WRITE,RENAME,STROKE,PUNCH,OBSERVE
ImmovablyServomechanicalCancelers;ImmovablyServomechanicalCancelers;Halts Inessentials to the scopes;ImmovablyServomechanicalCancelersSCOPE;ADJUST,WRITE
IneligiblyUnsophisticatedPotentialities;IneligiblyUnsophisticatedPotentialities;Glitters Argiope aurantia to the depositorys;IneligiblyUnsophisticatedPotentialitiesDEPOSITORY;LAUGH,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE,FONDLE,ADJUST,FIST
NemineContradicenteBarytoneSamaras;NemineContradicenteBarytoneSamaras;Licenses Water-rate to the rooms;NemineContradicenteBarytoneSamarasROOM;READ,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW
WiselyNecrophilicPoss;WiselyNecrophilicPoss;Amass Astronauts to the safe deposits;WiselyNecrophilicPossSAFE DEPOSIT;LAUGH,WRITE,RENAME,STROKE,PUNCH,OBSERVE
TransversallyUnnaturalBarrages;TransversallyUnnaturalBarrages;Embroiders Clon to the sepulchres;TransversallyUnnaturalBarragesSEPULCHRE;FONDLE,WRITE,RENAME,STROKE
LetAloneSeedlessTheatricals;LetAloneSeedlessTheatricals;Plebeianises Grandfather to the treasurys;LetAloneSeedlessTheatricalsTREASURY;LICK
PossiblyCoarsestUndersoils;PossiblyCoarsestUndersoils;Lies Johnnycake to the billets;PossiblyCoarsestUndersoilsBILLET;RENAME,WRITE
ForExampleHistoidForbiddings;ForExampleHistoidForbiddings;Struggles Enamine to the closets;ForExampleHistoidForbiddingsCLOSET;EXECUTE,WRITE,RENAME,STROKE,PUNCH,OBSERVE
FoaminglyGrayBlueWeightings;FoaminglyGrayBlueWeightings;Reaffirms Forestallers to the safety deposits;FoaminglyGrayBlueWeightingsSAFETY DEPOSIT;FIST,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE,FONDLE,ADJUST
RedeemablyEggshellCirculars;RedeemablyEggshellCirculars;Cappings Clangs to the safes;RedeemablyEggshellCircularsSAFE;OBSERVE
BeauteouslyIsoperimetricalFeverishness;BeauteouslyIsoperimetricalFeverishness;Formularizes Enamels to the banks;BeauteouslyIsoperimetricalFeverishnessBANK;FONDLE,WRITE
InconsequentlyModernisticFootsteps;InconsequentlyModernisticFootsteps;Amortises Doggery to the sepulchres;InconsequentlyModernisticFootstepsSEPULCHRE;LAUGH,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE,FONDLE,ADJUST,FIST
HerpetologicallySanerSatires;HerpetologicallySanerSatires;Whelks Admirer to the funds;HerpetologicallySanerSatiresFUND;LAUGH,WRITE,RENAME,STROKE,PUNCH
EtymologicallyAthermanousDisdainfulness;EtymologicallyAthermanousDisdainfulness;Trundles Snap roll to the expanses;EtymologicallyAthermanousDisdainfulnessEXPANSE;LICK,WRITE
SupportablyDeepDyedSubjunctives;SupportablyDeepDyedSubjunctives;Theologizes European sole to the basements;SupportablyDeepDyedSubjunctivesBASEMENT;LICK,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE,FONDLE,ADJUST,FIST,LAUGH
StaringPhilippianUdals;StaringPhilippianUdals;Gains Hoarfrost to the tombs;StaringPhilippianUdalsTOMB;EXECUTE,WRITE,RENAME,STROKE,PUNCH
ABitBegottenDelirations;ABitBegottenDelirations;Barbeques Connecters to the caverns;ABitBegottenDelirationsCAVERN;EXECUTE,WRITE,RENAME,STROKE,PUNCH
ObjectionablyPolytypicNannies;ObjectionablyPolytypicNannies;Trims Diagnosing to the accommodations;ObjectionablyPolytypicNanniesACCOMMODATION;LICK,WRITE,RENAME,STROKE,PUNCH
InappreciativelyNordicCoiffeuses;InappreciativelyNordicCoiffeuses;Immures Differential blood count to the caches;InappreciativelyNordicCoiffeusesCACHE;OBSERVE,WRITE,RENAME
TestilyDefendingMintages;TestilyDefendingMintages;Overfills Gyrations to the banks;TestilyDefendingMintagesBANK;FIST,WRITE,RENAME,STROKE,PUNCH,OBSERVE
RanklySkidproofMindfulness;RanklySkidproofMindfulness;Cobbles Limper to the funds;RanklySkidproofMindfulnessFUND;OBSERVE,WRITE,RENAME,STROKE
CantankerouslyDadaisticFluorides;CantankerouslyDadaisticFluorides;Drees Optometrists to the sepulchres;CantankerouslyDadaisticFluoridesSEPULCHRE;LAUGH,WRITE
InfinitivelyRectalGullets;InfinitivelyRectalGullets;Hypes Field trip to the quarterss;InfinitivelyRectalGulletsQUARTERS;FONDLE,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ
InASimilarWayFerulaceousStockcars;InASimilarWayFerulaceousStockcars;Deconstructs Contingence to the expanses;InASimilarWayFerulaceousStockcarsEXPANSE;LICK,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW
CrackingSheenParvis;CrackingSheenParvis;Eggs Swages to the digss;CrackingSheenParvisDIGS;EXECUTE,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW
SuccinctlyPhysiotherapeuticFeoffees;SuccinctlyPhysiotherapeuticFeoffees;Grows Excise to the places;SuccinctlyPhysiotherapeuticFeoffeesPLACE;LICK,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE
FrontallyIncalescentPendentives;FrontallyIncalescentPendentives;Besieges Tl to the depositorys;FrontallyIncalescentPendentivesDEPOSITORY;LAUGH,WRITE
InhospitablyPatchierPublicists;InhospitablyPatchierPublicists;Fightings Outride to the underground chambers;InhospitablyPatchierPublicistsUNDERGROUND CHAMBER;WRITE
InGeneralFuribundGoldfinches;InGeneralFuribundGoldfinches;Unravellings Genus Pygoscelis to the treasurys;InGeneralFuribundGoldfinchesTREASURY;ADJUST,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW
AssuminglyItchiestAerographs;AssuminglyItchiestAerographs;Ionises Sunspot to the sepulchres;AssuminglyItchiestAerographsSEPULCHRE;LICK,WRITE
LovablyUnfeudalCapreolusCapreolus;LovablyUnfeudalCapreolusCapreolus;Approves Pluvianus aegyptius to the suites;LovablyUnfeudalCapreolusCapreolusSUITE;OBSERVE,WRITE,RENAME,STROKE
FeasiblyLilacPinkIndispensableness;FeasiblyLilacPinkIndispensableness;Refaces Mid-July to the resrvoirs;FeasiblyLilacPinkIndispensablenessRESRVOIR;READ,WRITE
RevivinglyFoveateMechanicalPress;RevivinglyFoveateMechanicalPress;Stomps Elba to the archives;RevivinglyFoveateMechanicalPressARCHIVE;STEW,WRITE,RENAME,STROKE
EverlastinglyVolutedSmashers;EverlastinglyVolutedSmashers;Corrugates Stretcher-bearers to the suites;EverlastinglyVolutedSmashersSUITE;FIST,WRITE,RENAME,STROKE,PUNCH,OBSERVE
WondrouslyUngentleStiles;WondrouslyUngentleStiles;Dapples Devonian to the vaults;WondrouslyUngentleStilesVAULT;ADJUST
BlindLeisuredTraitresses;BlindLeisuredTraitresses;Limps Geebungs to the strongrooms;BlindLeisuredTraitressesSTRONGROOM;FIST,WRITE,RENAME,STROKE,PUNCH,OBSERVE
PrimordiallyHyperemeticMacrotusCalifornicus;PrimordiallyHyperemeticMacrotusCalifornicus;Bombards Dvandva to the caverns;PrimordiallyHyperemeticMacrotusCalifornicusCAVERN;ADJUST,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE
HalfTimeUnstriatedGraphemes;HalfTimeUnstriatedGraphemes;Browns Lempiras to the repertorys;HalfTimeUnstriatedGraphemesREPERTORY;READ,WRITE,RENAME,STROKE,PUNCH,OBSERVE
MelodicallyWettingImmunizations;MelodicallyWettingImmunizations;Harbingers Loveys to the caverns;MelodicallyWettingImmunizationsCAVERN;LAUGH,WRITE,RENAME,STROKE,PUNCH
InartificiallyAbomasalCircusPygargus;InartificiallyAbomasalCircusPygargus;Sorbs Reprography to the resrvoirs;InartificiallyAbomasalCircusPygargusRESRVOIR;STEW,WRITE,RENAME,STROKE,PUNCH
OffTheRecordSanctimoniousPremisses;OffTheRecordSanctimoniousPremisses;Leers Importation to the catacombs;OffTheRecordSanctimoniousPremissesCATACOMB;EXECUTE,WRITE,RENAME
PenitentiallyPoachiestStades;PenitentiallyPoachiestStades;Purveys Periodontal disease to the mines;PenitentiallyPoachiestStadesMINE;EXECUTE,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ
HomileticallyErodentImperforations;HomileticallyErodentImperforations;Expects Teutonization to the safety deposits;HomileticallyErodentImperforationsSAFETY DEPOSIT;LAUGH,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE,FONDLE,ADJUST
GamelySecretAffrays;GamelySecretAffrays;Identifies Tubercle to the closets;GamelySecretAffraysCLOSET;LAUGH,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE
ToTheContraryShadowlessShoelaces;ToTheContraryShadowlessShoelaces;Duns Legislations to the suites;ToTheContraryShadowlessShoelacesSUITE;OBSERVE
VictoriouslyFlurriedCursorius;VictoriouslyFlurriedCursorius;Spatters Mug to the billets;VictoriouslyFlurriedCursoriusBILLET;OBSERVE,WRITE
OptionallySextupleZaxes;OptionallySextupleZaxes;Deigns Bellarmines to the strongrooms;OptionallySextupleZaxesSTRONGROOM;LAUGH,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ
ExorbitantlyHomogeneousBars;ExorbitantlyHomogeneousBars;Fiddles Ki to the caches;ExorbitantlyHomogeneousBarsCACHE;OBSERVE
FirstOfAllSlantwiseMetamers;FirstOfAllSlantwiseMetamers;Reproduces Sayings to the cellars;FirstOfAllSlantwiseMetamersCELLAR;FIST,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW
SuasivelyWittiestRadioChassis;SuasivelyWittiestRadioChassis;Decolonizes Songster to the caverns;SuasivelyWittiestRadioChassisCAVERN;READ
UlcerouslyAliundeExiguousness;UlcerouslyAliundeExiguousness;Beguiles Neurotrichus to the areas;UlcerouslyAliundeExiguousnessAREA;LICK,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE,FONDLE,ADJUST
WestwardsPissedInexpugnableness;WestwardsPissedInexpugnableness;Chaperons Cordova to the treasure houses;WestwardsPissedInexpugnablenessTREASURE HOUSE;FONDLE,WRITE,RENAME,STROKE,PUNCH,OBSERVE
GallantlyUnrecountedVermiculations;GallantlyUnrecountedVermiculations;Fannings Latinian language to the sepulchres;GallantlyUnrecountedVermiculationsSEPULCHRE;FIST,WRITE,RENAME,STROKE,PUNCH
ThinlyUnturnedCremasters;ThinlyUnturnedCremasters;Terminates Toothed whale to the expanses;ThinlyUnturnedCremastersEXPANSE;LICK,WRITE,RENAME
PatrilineallyPausalMetes;PatrilineallyPausalMetes;Upstarts Instabilities to the abodes;PatrilineallyPausalMetesABODE;READ,WRITE,RENAME
ConclusivelyShaftlessEuonymuses;ConclusivelyShaftlessEuonymuses;Gins Wheelers to the burial chambers;ConclusivelyShaftlessEuonymusesBURIAL CHAMBER;LAUGH,WRITE,RENAME
ActinicallyHitlessBrantaLeucopsis;ActinicallyHitlessBrantaLeucopsis;Tattles Hockey game to the depositorys;ActinicallyHitlessBrantaLeucopsisDEPOSITORY;LAUGH,WRITE,RENAME,STROKE,PUNCH,OBSERVE
BlandlySideMultiplicities;BlandlySideMultiplicities;Disposings Fyke to the stores;BlandlySideMultiplicitiesSTORE;ADJUST,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW
StraightlyIndoIranianPos;StraightlyIndoIranianPos;Outsails Wefts to the digss;StraightlyIndoIranianPosDIGS;LICK,WRITE,RENAME,STROKE,PUNCH,OBSERVE
PreliminarilyShoalyPronghorns;PreliminarilyShoalyPronghorns;Maims Disproportionableness to the treasure troves;PreliminarilyShoalyPronghornsTREASURE TROVE;READ,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW
DialecticallyNonSlaveAcneVulgaris;DialecticallyNonSlaveAcneVulgaris;Intertwinings Bouleversement to the caverns;DialecticallyNonSlaveAcneVulgarisCAVERN;OBSERVE,WRITE,RENAME,STROKE,PUNCH
UndependablyDependantContrabandists;UndependablyDependantContrabandists;Admixes Crith to the burial chambers;UndependablyDependantContrabandistsBURIAL CHAMBER;FONDLE,WRITE
BenBiparousInseparableness;BenBiparousInseparableness;Metricizes Vespula to the treasure troves;BenBiparousInseparablenessTREASURE TROVE;FONDLE,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW
EgoisticallyPrefabTrawls;EgoisticallyPrefabTrawls;Dogmatizes Diarists to the storehouses;EgoisticallyPrefabTrawlsSTOREHOUSE;FIST,WRITE,RENAME,STROKE
AllargandoHighYieldParaleipsis;AllargandoHighYieldParaleipsis;Kickbacks Quinoa to the digss;AllargandoHighYieldParaleipsisDIGS;FIST,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW
InBothEarsOrthopterousLobules;InBothEarsOrthopterousLobules;Receipts Hamitic to the abodes;InBothEarsOrthopterousLobulesABODE;ADJUST,WRITE,RENAME,STROKE
EndemicallyAnguishedSchoolings;EndemicallyAnguishedSchoolings;Disillusionises Calabar to the quarterss;EndemicallyAnguishedSchoolingsQUARTERS;LICK,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE,FONDLE,ADJUST,FIST,LAUGH
AtAllCostsNeurologicalComplexions;AtAllCostsNeurologicalComplexions;Cultures Perchloromethane to the scopes;AtAllCostsNeurologicalComplexionsSCOPE;PUNCH,WRITE
ConsolinglyShortHairedUrbaneness;ConsolinglyShortHairedUrbaneness;Cockers Demivolts to the funds;ConsolinglyShortHairedUrbanenessFUND;LICK,WRITE,RENAME,STROKE,PUNCH
ProximatelyDrySizzles;ProximatelyDrySizzles;Attitudinisings Etiquettes to the rooms;ProximatelyDrySizzlesROOM;LAUGH,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE,FONDLE,ADJUST,FIST
OtherDemandingCertioraris;OtherDemandingCertioraris;Intuits Wordsworth to the resrvoirs;OtherDemandingCertiorarisRESRVOIR;LICK,WRITE,RENAME,STROKE,PUNCH,OBSERVE
BawdilyApprehensiveDowntimes;BawdilyApprehensiveDowntimes;Objurgates Preadmonition to the safes;BawdilyApprehensiveDowntimesSAFE;LAUGH,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE
WindilyAnuricGrannies;WindilyAnuricGrannies;Dissatisfies Hyponym to the quarterss;WindilyAnuricGranniesQUARTERS;EXECUTE,WRITE
TerritoriallyDayOldBananas;TerritoriallyDayOldBananas;Surfaces Pikeblenny to the closets;TerritoriallyDayOldBananasCLOSET;LICK,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ
InventivelyPressingFopperies;InventivelyPressingFopperies;Advises Utgard to the repositorys;InventivelyPressingFopperiesREPOSITORY;STEW
ForGoodMeasureSabbatarianTamarins;ForGoodMeasureSabbatarianTamarins;Parasitizes Purpure to the spaces;ForGoodMeasureSabbatarianTamarinsSPACE;LICK,WRITE,RENAME,STROKE
VeritablyHoityToityStrippers;VeritablyHoityToityStrippers;Blends Backaches to the billets;VeritablyHoityToityStrippersBILLET;STEW,WRITE,RENAME,STROKE,PUNCH,OBSERVE
BulginglyGynaecocracyFlageolets;BulginglyGynaecocracyFlageolets;Metricises Coming into court to the accommodations;BulginglyGynaecocracyFlageoletsACCOMMODATION;PUNCH,WRITE,RENAME
IrresponsiblyCapitateOptimists;IrresponsiblyCapitateOptimists;Moonlights Princeliness to the resrvoirs;IrresponsiblyCapitateOptimistsRESRVOIR;EXECUTE,WRITE,RENAME,STROKE,PUNCH
NegativelyOrthorhombicLeontocebusOedipus;NegativelyOrthorhombicLeontocebusOedipus;Singes Private practice to the cellars;NegativelyOrthorhombicLeontocebusOedipusCELLAR;FIST,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW
BiographicallyAiryCicatrixes;BiographicallyAiryCicatrixes;Descends Naviculas to the mines;BiographicallyAiryCicatrixesMINE;STEW,WRITE,RENAME,STROKE
EasilyHomosporousEventides;EasilyHomosporousEventides;Pikes Radicel to the repositorys;EasilyHomosporousEventidesREPOSITORY;LICK,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE,FONDLE,ADJUST,FIST
ManneristicallyLicentiousPretorius;ManneristicallyLicentiousPretorius;Ballocks Ectomorphs to the treasurys;ManneristicallyLicentiousPretoriusTREASURY;READ,WRITE,RENAME,STROKE
BlasphemouslyPrepenseClericalists;BlasphemouslyPrepenseClericalists;Latinizes Lanthanum to the expanses;BlasphemouslyPrepenseClericalistsEXPANSE;LICK,WRITE,RENAME
EntreatinglyCacodaemonicEBoats;EntreatinglyCacodaemonicEBoats;Pioneers Leadership to the depots;EntreatinglyCacodaemonicEBoatsDEPOT;OBSERVE
ThereafterParamilitaryChastenments;ThereafterParamilitaryChastenments;Outspreads Proconvertin to the volumes;ThereafterParamilitaryChastenmentsVOLUME;LICK,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ
FacilelyUnentitledEarfuls;FacilelyUnentitledEarfuls;Hatchels Gunflint to the treasures;FacilelyUnentitledEarfulsTREASURE;PUNCH,WRITE,RENAME
EsurientlySubatomicNepenthes;EsurientlySubatomicNepenthes;Strows Genus Scleropages to the chambers;EsurientlySubatomicNepenthesCHAMBER;LAUGH,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE
BalleticallyUnterrifiedDeoxidizations;BalleticallyUnterrifiedDeoxidizations;Vaults Lagodon to the caches;BalleticallyUnterrifiedDeoxidizationsCACHE;LICK,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE,FONDLE,ADJUST
ThousandTimesFruitarianLegalisations;ThousandTimesFruitarianLegalisations;Dredges Sodality to the funds;ThousandTimesFruitarianLegalisationsFUND;EXECUTE,WRITE,RENAME,STROKE
HurtfullyPotamicSupplanters;HurtfullyPotamicSupplanters;Lackeys Genus Circaetus to the containers;HurtfullyPotamicSupplantersCONTAINER;LAUGH,WRITE
DauntlesslyChooseyPigmies;DauntlesslyChooseyPigmies;Disorientates Purse-string operation to the rooms;DauntlesslyChooseyPigmiesROOM;PUNCH,WRITE,RENAME,STROKE
ShipshapeSynecdochicPsychics;ShipshapeSynecdochicPsychics;Pinnings Vividness to the rooms;ShipshapeSynecdochicPsychicsROOM;WRITE
SoothinglySoakedTouzles;SoothinglySoakedTouzles;Misbelieves Flunitrazepan to the billets;SoothinglySoakedTouzlesBILLET;ADJUST,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE
WaveringlyZincousDaystars;WaveringlyZincousDaystars;Fulfils Protea to the resrvoirs;WaveringlyZincousDaystarsRESRVOIR;FIST,WRITE,RENAME,STROKE,PUNCH,OBSERVE,STEW,READ,EXECUTE
BrusquelyGreedierDisappointments;BrusquelyGreedierDisappointments;Jars Maniraptor to the caches;BrusquelyGreedierDisappointmentsCACHE;FONDLE,WRITE
LimnologicallyNullToolings;LimnologicallyNullToolings;Slummings Short-sightedness to the storerooms;LimnologicallyNullToolingsSTOREROOM;ADJUST,WRITE,RENAME
